id,label
PMC7894191,0
PMC3502915,0
PMC2734081,0
PMC3350856,0
PMC4891641,0
PMC5742341,0
PMC4176734,1
PMC1890564,0
PMC3796475,0
PMC1820808,0
PMC2680003,0
PMC4324946,0
PMC4486941,0
PMC2967827,0
PMC3759055,0
PMC3584874,0
PMC1945087,0
PMC98516,1
PMC2168658,0
PMC2562396,0
PMC3472243,0
PMC3123223,0
PMC4014436,0
PMC556006,0
PMC2084270,0
PMC3569278,0
PMC3111534,0
PMC4482086,0
PMC6400179,0
PMC5131798,0
PMC1065143,0
PMC1165398,0
PMC3716637,0
PMC4468400,0
PMC1288335,0
PMC4645200,0
PMC3533788,0
PMC4050602,0
PMC2590716,0
PMC2453323,0
PMC3105345,0
PMC3566208,0
PMC2757213,1
PMC4687498,0
PMC4424299,0
PMC1317386,1
PMC3146978,0
PMC4115169,0
PMC3696832,0
PMC2772462,0
PMC3190823,1
PMC3747508,0
PMC2747853,0
PMC3069448,0
PMC2552401,0
PMC3601089,0
PMC4541275,0
PMC106082,1
PMC4256332,0
PMC4829614,0
PMC262710,0
PMC3291069,0
PMC1976588,1
PMC2258666,0
PMC4335840,0
PMC1361312,0
PMC3111992,0
PMC4447907,0
PMC2757843,0
PMC16833,0
PMC539331,0
PMC5498103,0
PMC2519351,0
PMC2912383,0
PMC2584833,0
PMC4350171,0
PMC4256170,0
PMC5924928,0
PMC4239364,0
PMC4861933,0
PMC3121357,0
PMC112136,0
PMC7494996,0
PMC6923384,0
PMC4918453,0
PMC3133282,0
PMC2812958,0
PMC3248683,0
PMC4205647,1
PMC3614548,0
PMC6403256,0
PMC4469301,0
PMC2797627,0
PMC3952429,0
PMC6395692,0
PMC5932782,0
PMC3662820,0
PMC1428434,0
PMC4175206,0
PMC93394,0
PMC148833,0
PMC116540,0
PMC3326416,0
PMC3595216,0
PMC3095328,0
PMC4440721,0
PMC6433055,0
PMC2632133,0
PMC5542710,0
PMC3133084,0
PMC3762668,0
PMC4890168,0
PMC5641347,0
PMC161534,0
PMC2997770,0
PMC4272752,0
PMC92883,1
PMC2926784,0
PMC2704898,0
PMC3858670,0
PMC2639277,0
PMC4038074,0
PMC4299769,0
PMC2580826,0
PMC305769,1
PMC3967067,0
PMC6730649,0
PMC3968327,0
PMC3698932,0
PMC438565,0
PMC93977,0
PMC4859500,0
PMC2879785,0
PMC3846258,0
PMC4440959,0
PMC4681511,0
PMC3970898,0
PMC3222299,0
PMC3370183,0
PMC3020432,0
PMC4855921,0
PMC135434,0
PMC2593579,0
PMC5533343,0
PMC123237,0
PMC3659600,1
PMC2644717,0
PMC4038895,0
PMC2970523,0
PMC4559741,0
PMC3247070,1
PMC3147501,0
PMC3118852,0
PMC4114960,0
PMC2937224,0
PMC3756829,0
PMC3298741,1
PMC6746438,0
PMC1151924,0
PMC3851529,0
PMC3169104,1
PMC2762410,0
PMC7086651,0
PMC2581939,0
PMC3953306,1
PMC2981325,0
PMC6072243,0
PMC299918,0
PMC4045137,0
PMC4740929,0
PMC2258659,0
PMC1932822,0
PMC3983885,0
PMC218757,0
PMC1868952,0
PMC2897777,0
PMC2934770,0
PMC5411646,0
PMC140041,0
PMC2629781,0
PMC1594924,0
PMC2955755,0
PMC6529994,0
PMC3657771,0
PMC3192553,0
PMC6709623,1
PMC4788839,1
PMC5548783,0
PMC4047045,0
PMC3517423,0
PMC2574543,0
PMC2674504,0
PMC2997884,0
PMC4271162,0
PMC3269880,0
PMC4806929,0
PMC4417702,0
PMC4752780,1
PMC3759951,0
PMC4249441,0
PMC5839464,0
PMC4901228,0
PMC3460790,0
PMC3269730,0
PMC4645215,0
PMC2740425,0
PMC3080160,1
PMC4148150,0
PMC4408353,0
PMC106793,1
PMC3979960,0
PMC4786773,0
PMC90977,1
PMC3936118,1
PMC4492339,0
PMC4712544,0
PMC3133093,0
PMC93753,1
PMC3569283,0
PMC3280968,0
PMC2878541,0
PMC4975237,0
PMC3503196,0
PMC548812,0
PMC3469384,0
PMC3837171,0
PMC3147516,0
PMC3446589,0
PMC529153,0
PMC3607219,0
PMC4356780,0
PMC3566019,0
PMC3421740,0
PMC135150,0
PMC4221532,0
PMC2849588,0
PMC3497517,0
PMC106897,0
PMC2586709,0
PMC5180371,0
PMC5555271,0
PMC4995436,0
PMC3446292,0
PMC3210331,0
PMC2094128,0
PMC4986459,0
PMC4023755,0
PMC3589125,0
PMC4873512,0
PMC4271152,0
PMC2681670,0
PMC5601375,0
PMC6361922,0
PMC2976404,0
PMC4081995,0
PMC3150919,0
PMC3731843,0
PMC3946673,1
PMC6711958,0
PMC4882643,1
PMC3296465,0
PMC4018454,1
PMC522207,0
PMC3408299,0
PMC2529154,0
PMC2995422,0
PMC3965031,0
PMC4124394,0
PMC4319606,0
PMC7111900,0
PMC2767329,0
PMC6513830,0
PMC3937685,1
PMC3387792,0
PMC4611682,0
PMC4765904,0
PMC3815878,0
PMC2682609,0
PMC7912787,0
PMC6701634,0
PMC6461833,0
PMC3187126,0
PMC32125,1
PMC4237336,1
PMC2919039,0
PMC4400418,0
PMC4645650,0
PMC5454011,0
PMC3077400,0
PMC403771,0
PMC6398124,1
PMC1287799,0
PMC2442402,0
PMC6760872,0
PMC4305260,0
PMC4677289,0
PMC3442553,0
PMC5778133,0
PMC3993269,0
PMC4911796,0
PMC4859173,0
PMC4111155,0
PMC4444293,0
PMC6817128,0
PMC3900909,0
PMC3820592,0
PMC4248872,0
PMC5053160,0
PMC3849447,0
PMC4072505,1
PMC4440953,0
PMC24789,0
PMC3387794,0
PMC3146285,0
PMC3556326,1
PMC1828796,0
PMC3174184,0
PMC5656003,1
PMC5703579,0
PMC2628731,0
PMC2043543,0
PMC3648057,0
PMC4400426,0
PMC3650448,0
PMC6200136,0
PMC3412761,0
PMC3264368,0
PMC4969343,0
PMC4409161,0
PMC56896,0
PMC3535699,0
PMC2867753,0
PMC2658671,0
PMC3486023,0
PMC6017698,0
PMC3219685,0
PMC3102119,0
PMC4422536,0
PMC3590767,0
PMC4565581,0
PMC3645023,0
PMC3861425,0
PMC5750076,0
PMC1523426,0
PMC3813642,1
PMC4357751,0
PMC2789460,0
PMC3668077,0
PMC126696,1
PMC1393185,1
PMC4727981,0
PMC4321836,0
PMC3410871,0
PMC155392,1
PMC4538467,0
PMC4188087,0
PMC6033941,0
PMC3495685,0
PMC2704820,0
PMC2612426,0
PMC93660,0
PMC3365025,0
PMC156608,0
PMC4071752,0
PMC91248,0
PMC6118122,1
PMC2531105,0
PMC3260495,0
PMC2606914,0
PMC2546442,0
PMC6691560,0
PMC97943,0
PMC3191145,0
PMC6511738,1
PMC3442591,0
PMC2464740,0
PMC3310473,0
PMC4775959,0
PMC3048747,0
PMC3837791,0
PMC1475853,0
PMC4175212,0
PMC2823425,0
PMC4643050,1
PMC2776098,0
PMC4851354,0
PMC4424291,0
PMC1361709,0
PMC4725012,0
PMC5731757,0
PMC3434742,0
PMC3133325,0
PMC2519339,0
PMC4198189,0
PMC3492901,0
PMC2229633,0
PMC2845934,0
PMC4645197,0
PMC1474575,0
PMC3764809,1
PMC4071833,0
PMC4543502,0
PMC2681896,1
PMC3530535,0
PMC103590,0
PMC92586,1
PMC3310444,0
PMC3916490,0
PMC3459887,0
PMC5094572,1
PMC3370566,0
PMC2893456,0
PMC3347286,0
PMC107013,0
PMC4424290,0
PMC3160687,0
PMC2816022,0
PMC4161740,0
PMC4007793,0
PMC3071911,0
PMC3035981,0
PMC4611677,0
PMC112006,0
PMC6445269,0
PMC4357746,0
PMC5570955,1
PMC19708,0
PMC5776996,0
PMC3029335,0
PMC2935569,0
PMC4363482,0
PMC311081,0
PMC1933262,0
PMC4023795,0
PMC3017761,0
PMC117395,0
PMC2948817,0
PMC2797631,0
PMC2765452,0
PMC3746430,0
PMC2901691,0
PMC2360652,0
PMC3139596,0
PMC4140731,0
PMC3784782,0
PMC4432351,0
PMC4022817,0
PMC2572732,0
PMC3322044,0
PMC2992273,0
PMC3282738,0
PMC4837477,1
PMC2681812,1
PMC2648205,0
PMC3425385,0
PMC3549853,1
PMC5735346,0
PMC2547050,1
PMC2958022,0
PMC4310694,0
PMC5702662,0
PMC4178866,0
PMC523375,0
PMC3213047,0
PMC103567,0
PMC135250,0
PMC1415288,0
PMC93931,0
PMC5469685,0
PMC3688562,0
PMC2823006,0
PMC1153751,0
PMC2937415,0
PMC4174001,0
PMC4313170,0
PMC4619572,0
PMC6254368,1
PMC5697638,0
PMC262698,1
PMC3900910,0
PMC3323367,0
PMC3370526,1
PMC3753976,0
PMC4263727,0
PMC3483082,0
PMC4939776,0
PMC2657102,0
PMC3340917,0
PMC4112626,0
PMC3091624,0
PMC3497477,0
PMC3133072,0
PMC4231665,0
PMC3490854,0
PMC2621223,0
PMC4913263,0
PMC3698467,0
PMC2884529,0
PMC3694702,0
PMC4187971,0
PMC2173120,0
PMC2893469,0
PMC3928506,1
PMC1694269,1
PMC2048795,0
PMC7771544,0
PMC4193184,0
PMC2621215,0
PMC2778392,0
PMC3784409,0
PMC4034198,1
PMC2704160,0
PMC3893107,0
PMC5393893,0
PMC3253082,0
PMC3807414,0
PMC7036808,1
PMC5693604,0
PMC3605046,0
PMC2787361,0
PMC3156405,0
PMC103860,0
PMC3814001,0
PMC4710005,0
PMC3810902,0
PMC2708061,0
PMC166915,1
PMC3236014,0
PMC3109451,0
PMC2918958,1
PMC3006357,0
PMC4208333,0
PMC6329299,0
PMC27014,0
PMC2565130,0
PMC4657236,0
PMC3503072,0
PMC3320195,1
PMC4248999,0
PMC5576570,0
PMC5669998,0
PMC3738883,0
PMC3388779,0
PMC1456387,0
PMC6116738,0
PMC3292215,0
PMC4290620,0
PMC2441463,0
PMC7435748,0
PMC3544672,0
PMC3039127,0
PMC4495219,0
PMC3017837,0
PMC3253825,0
PMC4490855,0
PMC4040607,0
PMC4944960,0
PMC2567471,0
PMC4121980,0
PMC6667503,0
PMC3157840,0
PMC96904,0
PMC8162949,0
PMC4370689,0
PMC4390311,0
PMC2784041,0
PMC2531261,0
PMC4505114,0
PMC5736438,0
PMC1087954,0
PMC1422153,0
PMC110568,0
PMC3751609,0
PMC4505593,0
PMC103784,0
PMC1431729,0
PMC427762,1
PMC2634085,0
PMC3497652,0
PMC5522325,0
PMC522213,0
PMC2628397,0
PMC3531244,0
PMC2893106,0
PMC2681555,0
PMC3719522,0
PMC3974939,0
PMC2665064,0
PMC128106,0
PMC4533833,0
PMC4316629,0
PMC3828306,0
PMC4498754,0
PMC6638203,0
PMC4599007,1
PMC2390634,0
PMC2673321,0
PMC1459018,1
PMC1196231,0
PMC4032492,0
PMC3968340,0
PMC3370858,0
PMC1613244,0
PMC3016150,0
PMC3175761,0
PMC3458677,0
PMC151182,0
PMC3002305,0
PMC2999897,0
PMC3158066,0
PMC3137037,0
PMC1347301,0
PMC1367227,0
PMC4342422,0
PMC3264338,0
PMC150751,0
PMC6777133,0
PMC2737977,1
PMC4768102,0
PMC2532699,0
PMC3458416,0
PMC4810765,0
PMC4398416,0
PMC4933900,0
PMC4241670,0
PMC4128815,0
PMC18563,0
PMC4645207,0
PMC5596469,0
PMC5009967,0
PMC1458916,0
PMC4012091,0
PMC114773,0
PMC3477023,0
PMC521865,0
PMC4383440,0
PMC1356608,0
PMC24466,0
PMC4161752,0
PMC4172277,0
PMC2648208,0
PMC3328440,0
PMC6152279,0
PMC1914248,0
PMC2938783,0
PMC4313284,0
PMC106664,1
PMC4271160,0
PMC4790944,0
PMC4349234,0
PMC7335108,1
PMC1280299,0
PMC4432340,0
PMC3261190,0
PMC3133255,0
PMC2937475,1
PMC6720368,0
PMC7218172,0
PMC99726,1
PMC5137718,0
PMC1595506,0
PMC3636540,0
PMC1169497,0
PMC148916,0
PMC6333287,1
PMC1082820,0
PMC2781435,0
PMC4358972,0
PMC4417696,0
PMC2948520,0
PMC3483291,0
PMC3675612,0
PMC1952301,0
PMC4027246,0
PMC4237132,0
PMC2664025,0
PMC4027555,0
PMC3713887,0
PMC2708491,0
PMC5947701,0
PMC3113926,0
PMC4307165,0
PMC2725565,0
PMC1636313,0
PMC3156407,0
PMC128108,0
PMC4025776,0
PMC4986449,0
PMC4755523,0
PMC3968338,0
PMC4719602,0
PMC24047,0
PMC6615230,0
PMC3079993,0
PMC4322347,0
PMC3133107,1
PMC5014345,0
PMC4882946,0
PMC7828015,1
PMC2735031,0
PMC1240074,0
PMC6635448,1
PMC3886957,0
PMC1248525,0
PMC3873615,0
PMC3497502,0
PMC1069006,0
PMC3358328,0
PMC1392926,0
PMC2890086,0
PMC3099692,0
PMC4850853,0
PMC5572227,0
PMC3717176,0
PMC4313803,0
PMC4417688,0
PMC3247790,0
PMC4031339,0
PMC2447096,0
PMC3924362,0
PMC4200517,0
PMC3491877,0
PMC3830485,0
PMC3035213,0
PMC2583540,0
PMC5003612,0
PMC2648373,0
PMC546692,0
PMC4490768,0
PMC2877890,0
PMC3971598,0
PMC2822847,0
PMC4427752,0
PMC5072668,1
PMC4325150,0
PMC3040217,0
PMC4859088,0
PMC3374434,0
PMC4686996,0
PMC3382598,1
PMC3426686,0
PMC4117609,0
PMC61081,0
PMC2716755,0
PMC6620409,1
PMC3035243,0
PMC2949054,0
PMC3080278,1
PMC4345345,0
PMC3751790,0
PMC3355656,0
PMC6747455,1
PMC3347157,0
PMC1891400,0
PMC4276832,0
PMC2168593,0
PMC3536240,0
PMC153641,0
PMC4753550,0
PMC2566931,0
PMC2746888,0
PMC3014153,0
PMC4064034,0
PMC3164672,0
PMC4994258,0
PMC3662180,0
PMC3133254,0
PMC3985142,1
PMC4152171,0
PMC2643602,0
PMC4517812,0
PMC4720503,0
PMC2864125,0
PMC55422,0
PMC4200376,0
PMC2253265,0
PMC3035228,0
PMC128142,0
PMC539034,0
PMC4746824,0
PMC3716944,0
PMC1196294,0
PMC3079729,1
PMC4022802,0
PMC4019197,0
PMC5109297,0
PMC3084203,0
PMC5658124,0
PMC4628079,0
PMC2907700,0
PMC1952462,0
PMC7096702,0
PMC3956443,0
PMC3220449,1
PMC4538795,0
PMC3133099,0
PMC1435815,0
PMC2642826,0
PMC2442532,1
PMC5437666,1
PMC1796985,0
PMC3294706,0
PMC8048572,1
PMC3041505,0
PMC2885245,0
PMC4714493,0
PMC5874719,0
PMC5510151,0
PMC3169528,0
PMC2829362,0
PMC1151864,0
PMC4319513,0
PMC4645212,0
PMC4447126,0
PMC3318493,0
PMC5816697,0
PMC3035265,0
PMC2981552,0
PMC3477038,0
PMC3837174,0
PMC3035290,0
PMC3548789,0
PMC3931080,1
PMC5634967,0
PMC4502227,0
PMC3362512,0
PMC5748583,0
PMC6141180,0
PMC3264072,0
PMC124670,1
PMC3165664,0
PMC4844124,0
PMC3458668,0
PMC3212470,0
PMC3253796,0
PMC3400385,0
PMC2286704,0
PMC3254600,0
PMC3393517,0
PMC1087319,0
PMC6270675,0
PMC446254,0
PMC2676016,0
PMC5182017,0
PMC7865465,0
PMC3257948,0
PMC3779702,0
PMC3581431,1
PMC3091627,0
PMC3538991,0
PMC7027266,0
PMC1380221,0
PMC4053823,0
PMC2045322,0
PMC92721,1
